image_urls,product_discount,product_discounted_price,product_name,product_price
"https://img.faballey.com/Images/Product/ZNS00054/1.jpg,https://img.faballey.com/Images/Product/ZNS00047/1.jpg,https://img.faballey.com/Images/Product/ZNS00063/1.jpg,https://img.faballey.com/Images/Product/ZNS00052/1.jpg,https://img.faballey.com/Images/Product/ZNS00013/1.jpg,https://img.faballey.com/Images/Product/ZNS00045/1.jpg,https://img.faballey.com/Images/Product/ZNS00042/1.jpg,https://img.faballey.com/Images/Product/ZNS00032/1.jpg,https://img.faballey.com/Images/Product/ZNS00070/1.jpg,https://img.faballey.com/Images/Product/ZNS00021/1.jpg,https://img.faballey.com/Images/Product/ZNS00038/1.jpg,https://img.faballey.com/Images/Product/ZNS00055/1.jpg,https://img.faballey.com/Images/Product/ZNS00041/1.jpg,https://img.faballey.com/Images/Product/ZNS00050/1.jpg,https://img.faballey.com/Images/Product/ZNS00002/1.jpg,https://img.faballey.com/Images/Product/ZNS00035/1.jpg,https://img.faballey.com/Images/Product/ZNS00031/1.jpg,https://img.faballey.com/Images/Product/ZNS00044/1.jpg,https://img.faballey.com/Images/Product/ZNS00007/1.jpg,https://img.faballey.com/Images/Product/ZNS00048/1.jpg,https://img.faballey.com/Images/Product/ZNS00058/1.jpg,https://img.faballey.com/Images/Product/ZNS00064/1.jpg,https://img.faballey.com/Images/Product/ZNS00049/1.jpg,https://img.faballey.com/Images/Product/ZNS00046/1.jpg,https://img.faballey.com/Images/Product/ZNS00053/1.jpg,https://img.faballey.com/Images/Product/ZNS00062/1.jpg,https://img.faballey.com/Images/Product/ZNS00039/1.jpg,https://img.faballey.com/Images/Product/ZNS00003/1.jpg,https://img.faballey.com/Images/Product/ZNS00051/1.jpg,https://img.faballey.com/Images/Product/ZNS00056/1.jpg,https://img.faballey.com/Images/Product/ZNS00011/1.jpg,https://img.faballey.com/Images/Product/ZNS00018/1.jpg,https://img.faballey.com/Images/Product/ZNS00008/1.jpg"," 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF, 50%,OFF"," 2250, 1750, 2100, 2000, 2450, 1750, 1750, 2750, 1100, 1750, 2250, 1750, 1750, 1750, 3500, 1750, 2875, 2375, 2500, 2000, 2250, 2450, 2000, 1750, 2000, 1475, 2250, 1600, 1750, 2000, 2625, 3750, 1500","Gold Kundan Red Drop Meena Earring Necklace Set,Gold Kundan Green Drop Pearl Earring Necklace Set,Gold Green Kundan Floral Pendant Necklace Set,Gold Kundan Dual Pearl Earring Necklace Set,White Diamond Aqua Drop Earring Necklace Set,Gold Leaf Kundan Double Pearl Earrings Necklace Set,Gold Kundan Blue Bead Pearl Earring Necklace Set,White Diamond Floral Bunch Earring Necklace Set,Gold Textured Contemporary Choker Necklace Set,Silver Oxidized Green Stone Star Earring Necklace Set,Gold Kundan Green Drop Double Orb Earring Necklace Set,Dual Gold Kundan Green Bead Earring Necklace Set,Gold Kundan Blue Bead Earring Necklace Set,Blue Bead Kundan Earring Necklace Set,Gold Kundan Mangtika Earring Necklace Set,Gold Round Kundan Pearl Earring Necklace Set,White Blue Diamond Drop String Earring Necklace Set,Gold Kundan Pearl Earring Necklace Set,Gold Kundan Tukdi Earring Necklace Set,Gold Kundan Multi Pearl String Earring Necklace Set,Gold Maroon Kundan Floral Necklace Set,Rose Gold Plated Crystal Necklace Set,Gold Kundan Green Bead String Earring Necklace Set,Gold Kundan Pear Dainty Drop Earrings Necklace Set,Gold Kundan Multicolor Stone Earring Necklace Set,Gold Kundan Aqua Stone Floral Pendant Necklace Set,Gold Kundan Cascade Earring Necklace Set,Gold Red Kundan Bead Earring Necklace Set,Gold Orb Kundan Double Pearl Earrings Necklace Set,Dual Gold Kundan Pearl Earring Necklace Set,White Blue Diamond Earring Pendant Necklace Set,Gold Green Kundan Bead Drop Earring Necklace Set,Gold Kundan Earring Pearl String Pendant Necklace Set"," 4500, 3500, 4200, 4000, 4900, 3500, 3500, 5500, 2200, 3500, 4500, 3500, 3500, 3500, 7000, 3500, 5750, 4750, 5000, 4000, 4500, 4900, 4000, 3500, 4000, 2950, 4500, 3200, 3500, 4000, 5250, 7500, 3000"
